State,County,Premature_death,Percentage_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percentage_Low_birthweight,Percentage_Smokers,Percentage_Adults_with_Obesity,Food_Environment_Index,Percentage_Physically_Inactive,Percentage_With_Access_to_Exercise_Opportunities,Alcohol_impaired_driving_deaths,Sexually_transmitted_infections_Chlamydia_Cases,Teen_Birth_Rate,Uninsured,Primary_care_physicians,Dentists,Mental_health_providers,Preventable_Hospitalization_Rate,Percentage_With_Annual_Mammogram,Percentage_Vaccinated,High_school_completion,Some_college,Unemployment,Percentage_Children_in_Poverty,Income_inequality_80th_Percentile_Income,Children_in_single-parent_households,Social_associations,Annual_Average_Violent_Crimes,Injury_deaths,Air_pollution_particulate_matter_Average_Daily_PM2.5,Drinking_water_violations,Percentage_Severe_Housing_Problems,Percentage_Drive_Alone_to_Work,Long_commute_driving_alone
Tennessee,Cocke,970,28,5.7,6.2,9,28,39,6,38,37,19,108,45,3544,16,7,17,4725,46,49,21323,2942,1508,30,73381,2355,36,215,202,8.1,No,12,84,13937
Tennessee,Coffee,1100,23,4.9,5.6,9,24,36,7.6,33,61,14,250,39,5468,35,45,133,4777,40,53,33227,6338,1992,20,93857,3137,62,248,280,8.1,No,12,83,24797
Tennessee,Crockett,304,27,5.4,5.8,8,25,39,7.4,36,1,1,85,35,1736,,7,1,4282,39,42,8238,1635,400,20,91385,1080,26,59,62,8,No,13,90,6159
Tennessee,Cumberland,1199,23,5,5.7,9,24,34,6.8,32,49,17,187,41,5862,42,19,22,4046,53,50,40001,5052,1745,21,86676,2363,56,173,300,7.5,No,13,82,21386
Tennessee,Davidson,9532,20,4.3,4.9,9,17,34,7.8,27,86,115,5843,27,78123,667,564,2472,4822,40,52,429391,172892,32271,17,120833,46947,936,7454,3770,9.2,No,17,76,375969
Tennessee,Decatur,274,25,5.3,5.9,8,26,38,7.6,35,40,5,25,25,1105,4,6,11,5933,35,48,7171,1251,383,24,78208,364,9,30,64,7.8,No,10,83,4316
Tennessee,DeKalb,454,26,5.2,5.7,9,25,37,7,35,31,5,70,38,2313,8,4,9,4121,37,53,11407,1906,694,23,94488,867,16,59,123,7.5,No,11,84,7925
Tennessee,Dickson,962,23,4.9,5.7,7,23,38,7.9,32,49,11,198,31,5200,17,37,63,5606,44,53,31768,7554,1555,16,104128,2907,46,255,321,8.1,No,11,84,24171
Tennessee,Dyer,839,25,5.2,5.8,11,24,39,6.2,35,55,8,285,36,3440,13,20,22,6337,33,49,21620,4954,1276,22,93708,2918,44,294,155,7.4,No,13,86,16190
Tennessee,Fayette,693,22,4.6,5.3,10,21,37,8.2,31,42,11,240,22,3586,15,11,6,4026,39,51,26396,5383,1213,16,126443,2346,40,101,165,8.8,No,9,83,17570
Tennessee,Fentress,443,27,5.6,6.1,8,27,39,7.4,36,61,3,38,35,1842,9,1,6,7086,37,45,10665,1763,489,24,70592,1056,12,30,106,7.3,No,11,82,6998
Tennessee,Franklin,805,22,4.8,5.5,8,23,37,7.5,31,32,7,140,22,3699,25,13,22,4947,40,53,25424,4303,1569,20,96557,2226,43,158,187,8.2,No,12,82,17837
Tennessee,Gibson,1076,24,5.1,5.7,9,24,41,7,36,44,12,337,30,4596,18,19,14,4385,44,51,28739,6514,1521,19,91786,4354,82,274,232,8.2,No,13,86,20164
Tennessee,Giles,625,23,5,5.7,10,24,39,7.7,32,39,12,136,31,2994,10,14,19,5056,42,50,18044,2825,1226,19,97656,1611,29,90,183,8.1,No,10,85,12190
Tennessee,Grainger,522,26,5.4,6,9,27,36,,35,16,2,53,38,2522,5,3,4,3894,41,45,13538,2252,687,20,84729,861,16,48,125,9.9,No,11,78,9574
Tennessee,Greene,1552,25,5.2,5.9,9,24,36,6.5,35,36,17,211,29,6864,40,29,63,3731,47,51,42262,7348,2397,21,84895,4102,66,217,412,8,No,12,85,27372
Tennessee,Grundy,351,28,5.7,6.2,10,28,38,6.9,37,32,1,48,49,1465,,,6,5522,36,37,7378,1313,502,26,82214,739,8,54,91,7.8,No,12,80,5281
Tennessee,Hamblen,1283,27,5.3,5.7,8,24,38,6.5,35,48,5,233,35,8105,37,43,120,4831,46,47,36804,7095,1993,21,87283,4550,80,302,303,9.9,No,14,87,26573
Tennessee,Hamilton,5570,21,4.4,5.1,10,19,35,7.2,28,79,70,2486,23,35273,405,289,881,3305,48,54,232225,69144,13015,19,114480,20740,499,2353,1535,9,No,13,80,173233
Tennessee,Hancock,180,29,6,6.4,9,30,40,6.5,38,3,10,10,45,587,1,2,1,3253,27,19,3837,690,181,39,77487,379,0,8,42,8.1,No,12,84,2028
Tennessee,Hardeman,539,31,5.7,5.9,11,28,46,7.4,40,26,9,215,37,2033,3,7,35,4108,38,48,14706,2417,766,28,80285,1855,34,162,118,8.3,No,13,86,8003
Tennessee,Hardin,647,26,5.4,6,9,27,40,7,36,35,13,109,32,2370,13,7,26,3326,38,43,15375,2868,728,20,87106,1283,33,135,175,8,No,13,85,9846
Tennessee,Hawkins,1262,25,5.3,6,9,26,40,6.8,36,43,16,120,33,5094,16,10,12,3568,46,40,35756,6831,1805,24,85737,3251,46,156,288,8.5,No,14,88,21410
Tennessee,Haywood,400,29,5.5,5.8,12,27,45,6.9,39,43,7,165,33,1613,5,4,,3720,40,40,10238,1773,693,29,78337,1868,35,196,75,8.1,No,16,88,7534
Tennessee,Henderson,572,26,5.3,5.9,10,27,39,7.6,35,40,11,121,29,2834,6,8,14,4818,38,36,16587,2708,959,19,87769,1512,22,126,133,7.9,No,11,84,11147
Tennessee,Henry,744,25,5.3,5.9,9,27,37,6.6,35,51,13,140,34,3121,22,17,60,4286,47,53,20308,3102,1026,27,84679,1774,47,108,200,8.5,No,11,84,12279
Tennessee,Hickman,567,25,5.3,5.9,8,26,37,7.5,35,25,11,80,33,2682,5,7,17,3734,38,44,14415,2193,645,20,91582,1200,10,93,173,7.8,Yes,12,77,10364
Tennessee,Houston,203,26,5.4,6,8,27,37,7.8,35,38,3,26,26,883,2,1,23,5070,41,46,4645,871,264,23,86110,307,10,18,52,8.1,No,10,74,3052
Tennessee,Humphreys,385,23,5,5.8,9,25,36,7.1,33,36,10,62,33,1710,4,6,9,5211,40,46,10973,1694,559,22,88956,514,24,47,125,8,No,11,84,7514
Tennessee,Jackson,288,26,5.6,6.1,9,28,37,7.4,35,24,5,53,24,1258,2,5,,9453,39,46,7078,994,377,25,77174,546,3,20,66,7.6,No,10,83,4629
Tennessee,Jefferson,1040,23,5,5.7,9,23,38,7.7,32,30,12,157,25,5509,22,12,20,3366,49,51,33360,6380,1844,19,99044,2615,56,131,228,9.9,No,12,80,23279
Tennessee,Johnson,429,28,5.7,6.1,9,29,38,7.1,36,100,4,30,37,1476,6,4,16,2813,38,30,10888,1519,496,27,77476,560,24,112,96,6.7,No,11,84,5636
Tennessee,Knox,7307,19,4.3,5.1,8,19,34,7.3,29,77,70,2859,19,41329,529,281,1878,3409,50,58,287425,89152,14361,13,115549,23593,568,2285,2741,9.4,No,13,81,229985
Tennessee,Lake,161,32,6,6,10,31,42,6.8,41,21,2,51,82,444,,1,2,8305,30,45,4140,746,149,40,81417,429,7,16,26,8.5,No,12,85,1689
Tennessee,Lauderdale,521,31,5.8,6,12,29,42,7,40,27,14,213,43,2374,2,5,4,6078,32,45,13760,2475,891,26,81215,2089,18,186,123,8.4,No,19,86,9000
Tennessee,Lawrence,889,25,5.3,5.9,9,26,39,7.7,35,40,6,183,32,4613,17,11,43,5054,40,48,24880,4930,1489,19,86085,2207,47,196,219,6.9,No,13,83,16657
Tennessee,Lewis,277,25,5.4,6,9,26,38,6,35,13,2,57,42,1137,2,4,6,5743,36,38,7130,1132,401,21,87030,812,12,58,77,7.5,No,8,82,4717
Tennessee,Lincoln,694,24,5.1,5.7,8,24,37,7.8,32,31,7,151,30,3607,18,9,12,3257,41,52,20352,3530,1371,18,103361,1638,22,157,174,8.2,No,14,84,15289
Tennessee,Loudon,927,21,4.5,5.2,8,21,37,8.2,30,46,11,143,29,5388,28,29,32,3226,56,58,34026,5471,1500,17,111778,1579,67,114,291,6.6,No,13,84,22745
Tennessee,McMinn,1163,25,5.2,5.8,9,27,37,7.1,34,42,13,230,36,5432,27,23,41,3537,44,47,32195,6377,1814,19,95288,2506,75,271,317,7.4,No,15,86,21856
Tennessee,McNairy,637,27,5.5,6.1,8,28,39,6.4,37,24,7,92,30,2295,9,13,34,4070,36,46,15454,2955,726,18,78178,1355,27,98,150,8.3,No,12,86,9486
Tennessee,Macon,498,26,5.5,6,9,26,42,7.2,38,41,3,83,50,3011,4,4,2,8890,35,42,13166,2318,728,23,89500,1344,9,67,150,7.9,No,12,82,10477
Tennessee,Madison,1763,24,4.8,5.4,10,21,40,7,33,56,24,901,25,8637,132,67,281,4412,48,55,57978,13541,3685,32,96807,8420,154,820,416,6.9,No,16,81,42368
Tennessee,Marion,616,24,5.2,5.9,9,26,37,7.3,32,57,10,137,40,2764,11,7,8,2594,40,46,16581,3412,935,21,91981,1424,20,82,154,8.5,No,13,86,11922
Tennessee,Marshall,615,24,5,5.7,9,24,37,7.4,33,38,4,127,27,3353,5,8,18,4447,42,50,20338,3848,1396,16,101246,1895,28,162,157,8,No,12,86,14757
Tennessee,Maury,1482,21,4.5,5.2,9,21,33,8,31,50,15,621,28,9081,52,67,226,4076,43,54,59322,16120,4061,13,109580,5412,102,394,392,7,No,13,85,45356
Tennessee,Meigs,337,24,5.2,5.9,9,26,36,7.7,34,12,5,39,36,1249,6,1,2,4475,42,38,7507,1178,449,22,87299,397,13,51,72,8,No,12,82,4531
Tennessee,Monroe,1049,26,5.4,5.9,9,27,38,7.3,35,70,14,141,41,4731,9,16,21,4400,42,47,28050,5147,1611,21,85256,2165,51,218,270,7.6,No,13,85,17507
Tennessee,Montgomery,2697,21,4.5,5.1,8,19,38,6.8,29,62,47,2365,27,17282,85,96,461,4081,34,48,118824,48169,6568,15,107934,14344,142,1090,934,7.8,Yes,14,85,96509
Tennessee,Moore,98,21,4.7,5.5,8,23,35,8.8,30,6,1,19,22,514,,,1,4157,31,51,4038,770,194,13,111758,123,4,7,30,8,No,10,88,2767
Tennessee,Morgan,425,28,5.7,6.1,10,29,37,6.8,37,26,11,32,33,1887,3,3,3,5699,39,39,12728,1890,501,22,85661,1148,17,42,120,7.5,No,14,84,7027
Tennessee,Obion,634,27,5.5,5.9,9,27,36,7.1,37,57,7,216,32,2918,15,16,16,5905,43,45,17879,3403,858,22,79036,2000,48,134,106,8.7,No,12,87,12373
Tennessee,Overton,499,26,5.5,6.1,7,27,35,8,35,32,2,54,25,2296,12,7,2,7971,43,52,12605,2121,615,23,76167,1467,15,48,109,7.5,No,9,86,9381
Tennessee,Perry,190,28,5.8,6.2,9,29,39,5.7,37,9,7,14,43,901,2,1,6,7462,30,45,4188,619,284,25,86684,369,4,20,58,7.6,No,12,77,2848
Tennessee,Pickett,113,27,5.6,6.2,7,28,38,7.5,36,0,1,4,25,538,3,,,5844,37,42,3055,456,137,24,89738,214,5,11,21,7.3,No,5,85,1804
Tennessee,Polk,383,25,5.2,5.9,9,25,36,7.8,33,70,8,36,41,1871,8,6,1,4103,38,43,10151,1877,512,20,93401,1000,21,38,82,7.8,No,13,85,7184
Tennessee,Putnam,1261,23,5,5.6,7,23,37,6.5,33,46,16,362,23,8504,53,53,204,5304,45,52,45111,10852,2309,23,92364,4315,88,296,354,7,Yes,15,84,35450
Tennessee,Rhea,685,25,5.3,5.8,8,25,37,6.4,35,54,3,112,38,3635,12,9,12,3191,42,47,18542,3530,1279,20,92768,2457,37,92,156,7.9,No,12,83,12599
Tennessee,Roane,1189,22,4.8,5.6,9,24,35,7.5,31,49,18,155,28,4305,19,27,22,5262,48,55,35401,5852,1513,19,113459,1895,64,171,371,6.9,No,11,85,22340
Tennessee,Robertson,1244,22,4.6,5.3,8,22,39,8.5,31,45,25,294,27,6963,26,24,53,3941,38,53,42462,10264,2282,12,114758,3574,76,292,359,8.4,No,12,84,34537
Tennessee,Rutherford,3846,19,4.2,5,9,19,38,8.3,27,63,47,2087,18,30323,144,184,345,4744,45,52,189042,65828,12637,10,119599,18567,224,1456,1184,8.7,No,13,82,169422
Tennessee,Scott,494,27,5.7,6.2,9,29,37,6.2,36,38,7,56,41,2143,8,7,11,5691,42,40,11847,2273,700,25,68143,1871,14,51,117,7.5,No,13,85,7997
Tennessee,Sequatchie,289,25,5.2,5.9,9,25,37,5.2,34,34,2,45,36,1465,5,3,3,2571,38,44,9109,1645,482,25,92719,970,8,58,82,8,No,12,81,5979
Tennessee,Sevier,1796,23,5,5.6,8,25,36,7.4,33,54,19,332,30,13557,35,37,73,3609,46,48,60729,12435,5181,20,95380,4720,99,299,544,9,No,14,78,45928
Tennessee,Shelby,16066,24,4.7,5.2,12,20,38,7.3,32,83,132,10095,35,103192,823,702,1517,4469,36,49,548280,162129,43262,27,112237,102253,839,12685,4811,9,No,19,83,425403
Tennessee,Smith,383,24,5.2,5.8,9,25,37,7.9,35,31,2,58,29,1982,9,5,5,7810,38,45,11932,2433,558,16,98189,1465,11,46,116,7.7,No,12,84,8910
Tennessee,Stewart,276,22,4.8,5.6,8,23,36,7.3,32,38,2,55,26,1353,1,4,5,4315,36,40,8461,1763,359,21,90966,825,10,59,75,8.5,No,13,82,5526
Tennessee,Sullivan,3176,23,4.9,5.6,8,23,36,6.7,32,68,19,503,29,14688,198,121,209,3996,50,51,100764,21688,4982,21,94407,7511,221,760,796,7.2,No,11,85,65751
Tennessee,Sumner,2559,19,4.3,5.1,8,20,34,8.1,29,52,18,824,23,16587,89,82,186,5554,40,53,116654,32375,6645,12,125646,9083,150,446,764,6.8,No,12,82,93166
Tennessee,Tipton,1052,23,4.7,5.5,10,23,39,8.3,32,43,9,306,25,5353,17,23,40,4739,34,49,36428,9486,1886,20,112160,3985,56,414,297,8.8,No,11,88,27249
Tennessee,Trousdale,174,22,4.8,5.4,8,24,37,,32,53,2,38,39,933,3,2,,10115,29,56,6623,1735,328,16,95784,750,5,40,57,7.8,No,11,79,4566
Tennessee,Unicoi,433,25,5.3,5.8,10,25,38,7.3,35,100,4,50,26,1752,6,6,3,4882,46,46,11557,2287,586,22,82488,724,24,45,113,6.6,No,12,84,7349
Tennessee,Union,433,27,5.6,6.2,9,28,38,7.5,35,9,6,49,45,2188,3,6,9,4049,40,49,10917,2046,522,28,88312,787,6,57,122,8.9,No,15,81,7710
Tennessee,Van Buren,164,28,5.7,6.2,7,29,39,7.4,37,13,1,15,38,551,,,1,6190,40,38,3388,513,175,26,90977,154,0,16,37,7.3,No,12,86,2350
Tennessee,Warren,783,27,5.5,5.9,9,26,40,7,36,52,8,124,34,5237,21,15,31,4382,43,49,23018,4312,1512,23,81829,2503,40,185,200,7.6,Yes,14,87,17571
Tennessee,Washington,2276,21,4.6,5.4,8,21,34,7.1,30,64,10,537,19,12094,235,81,446,3906,50,50,79682,21743,3855,15,100981,6477,169,421,613,7.5,No,12,86,58878
Tennessee,Wayne,339,27,5.4,5.8,9,27,40,6.8,35,42,3,61,28,1497,5,1,12,4989,39,43,10170,2035,457,24,82267,784,13,50,77,7.7,Yes,14,86,6046
Tennessee,Weakley,633,24,5.2,5.8,7,24,40,7,33,20,3,226,17,2938,19,10,16,4592,40,40,18814,3803,902,21,80450,1713,52,70,148,8.6,No,11,82,14128
Tennessee,White,573,26,5.4,6,8,26,39,6.4,34,30,3,94,38,2717,10,10,5,4016,46,51,15591,3203,856,19,78877,1338,22,68,154,7.4,No,11,86,10723
Tennessee,Williamson,1780,14,3.3,4.3,6,13,29,9.1,22,79,21,492,4,13215,343,203,502,2483,50,59,144545,47554,6123,4,207658,6778,303,294,654,8.7,Yes,9,77,116176
Tennessee,Wilson,1934,18,4.1,5,8,19,32,8.4,27,53,24,529,18,11543,45,63,99,4375,42,55,88945,26005,4812,9,138641,6765,136,388,650,8.5,Yes,11,81,68907
Texas,,329942,21,3.6,3.9,8,15,34,6.1,27,80,4739,129075,29,5114881,17804,17691,38679,4255,39,46,15565117,5106680,1067994,19,128683,1922773,21804,115228,85669,9,,17,79,13307640
Texas,Anderson,1165,26,4.6,4.7,7,22,39,6.4,34,26,11,153,41,7415,22,25,30,4713,36,44,34919,7413,1312,28,89626,3268,53,241,274,9.6,No,13,85,18840
Texas,Andrews,207,26,4.2,4.4,7,17,37,8.1,34,93,12,66,50,3532,7,4,3,4861,26,19,8395,1989,754,12,136021,1160,13,90,67,7.9,No,14,81,8574
Texas,Angelina,1501,27,4.6,4.9,9,20,39,6.5,35,62,17,234,37,15329,54,47,125,4903,44,51,47590,12684,2712,25,94408,7532,97,275,301,10.2,Yes,17,81,35907
Texas,Aransas,573,26,4.6,4.8,9,21,36,5.7,36,77,2,61,34,4085,7,7,20,2606,45,47,15515,2191,767,31,108314,1805,11,121,137,9.5,No,18,77,9078
Texas,Archer,122,19,4,4.7,7,19,34,7.6,27,22,3,11,18,1356,,,,5110,42,47,5603,1201,208,11,118271,317,8,11,33,8.2,No,10,85,4214
Texas,Armstrong,,18,3.8,4.7,,18,34,6.3,26,3,1,4,,254,0,0,,1685,31,39,1219,309,39,12,125625,88,5,3,,6.5,No,10,73,908
Texas,Atascosa,742,27,4.3,4.3,8,16,40,7.9,35,37,9,206,42,9579,9,22,23,4365,32,37,25355,5216,1843,22,108863,3220,30,109,174,9.5,No,16,79,19480
Texas,Austin,415,22,4,4.4,8,16,35,8,30,50,5,72,25,5181,5,13,11,3755,38,44,17861,3874,897,18,120174,1525,34,70,121,9.8,No,14,82,13916
Texas,Bailey,82,25,4,4.1,8,16,37,8.5,33,81,4,27,58,1635,2,3,2,5452,38,37,3180,636,117,23,96050,276,6,12,39,6.5,No,15,71,2813
Texas,Bandera,428,21,4,4.5,8,17,35,6.7,29,59,8,33,18,3371,5,6,28,2207,39,40,15667,2236,574,21,113053,1187,22,29,100,8.8,Yes,11,78,9236
Texas,Bastrop,1238,23,4.1,4.4,8,17,40,7.9,32,46,50,359,31,16504,24,29,58,3794,35,42,47448,10873,2557,16,125545,4948,61,322,370,9.7,No,16,77,37595
Texas,Baylor,80,20,4,4.7,10,19,35,7.5,29,85,1,9,41,432,5,1,,9216,22,29,2209,339,62,22,83857,146,5,9,17,7.5,No,6,85,1446
Texas,Bee,483,29,4.6,4.4,10,19,42,6.5,37,46,4,211,45,3847,7,9,14,5479,31,33,17601,4656,974,26,91403,1883,15,84,116,9.7,Yes,21,86,9939
Texas,Bell,4177,22,4,4.4,9,17,39,6.8,30,79,58,2292,34,51972,280,311,886,4125,42,36,197051,73209,10099,21,104538,29377,302,1375,1179,9.7,No,15,79,160253
Texas,Bexar,22594,24,4,4.1,9,14,36,7.2,29,87,257,8531,28,327450,1531,1830,4095,3458,36,39,1072136,368513,71110,21,115285,153204,1139,10087,6108,8.2,Yes,18,77,921758
Texas,Blanco,172,19,3.8,4.4,6,16,35,8.2,27,34,10,10,15,1937,5,4,4,2632,40,46,8171,1288,251,15,122750,430,12,15,49,9,Yes,13,80,5566
Texas,Borden,,15,3.2,4,,13,32,6.8,22,1,0,,,60,0,0,0,,33,37,405,115,14,9,136938,16,0,3,,7.4,Yes,5,59,224
Texas,Bosque,371,22,4.3,4.8,6,19,36,6.6,31,24,2,43,25,3173,10,7,4,5439,39,33,11689,2036,454,19,106042,766,28,13,93,9.1,No,13,85,7616
Texas,Bowie,1710,22,4.3,4.9,11,21,37,6.7,31,38,19,484,43,12418,67,55,101,4626,41,44,56896,13638,2864,23,104363,8398,120,483,313,9.4,No,16,89,37525
Texas,Brazoria,3916,19,3.6,4,8,16,39,8,29,79,70,1353,22,52277,240,209,306,4690,34,44,214038,71432,15267,10,153477,18148,244,629,1012,10.6,Yes,13,84,169393
Texas,Brazos,1642,22,4.1,4.4,8,16,34,6.6,28,89,22,1122,16,33871,195,127,264,4040,49,54,107359,43939,6233,20,110939,13928,181,674,418,9.9,No,25,79,107222
Texas,Brewster,155,22,3.8,4,6,14,36,6.2,29,64,1,36,22,1462,8,3,12,3121,28,15,5818,1524,272,17,94835,226,13,15,52,6.4,No,17,69,4531
Texas,Briscoe,,25,4.7,4.9,,20,40,2.9,34,29,1,,,274,1,0,,2447,36,32,869,144,27,23,90583,35,3,0,12,6.6,Yes,8,74,604
Texas,Brooks,137,38,5.5,4.8,8,19,44,5.5,44,35,2,37,73,1048,,1,2,7356,30,38,2991,726,278,45,65132,689,4,17,26,10.4,No,25,89,2833
Texas,Brown,770,22,4.2,4.7,8,18,36,6.6,30,49,5,129,31,5812,22,16,71,3007,39,40,22773,4705,992,22,97711,1941,65,119,127,8.2,No,11,82,16509
Texas,Burleson,357,23,4.2,4.6,9,19,36,7.6,31,38,13,36,34,2943,8,1,1,3775,44,43,10672,1984,519,20,115686,538,20,29,74,9.6,Yes,13,79,7334
Texas,Burnet,706,20,3.9,4.4,7,17,37,7.5,29,51,16,100,29,7566,19,23,35,3575,46,45,29779,4914,1119,16,116108,1733,58,109,202,9.2,Yes,14,73,21373
Texas,Caldwell,661,29,4.6,4.6,9,18,39,7.3,36,45,11,194,36,9102,12,13,35,5215,30,41,22023,4557,1226,19,105089,2340,39,89,153,9.7,Yes,20,84,18916
Texas,Calhoun,327,27,4.4,4.4,7,18,40,5.3,36,54,5,91,48,3480,11,10,5,6266,33,33,11598,2532,699,21,104148,1267,21,102,66,9.4,Yes,18,85,9998
Texas,Callahan,269,20,4.1,4.8,11,19,36,7,28,42,6,17,29,2016,1,4,2,4607,36,40,8839,1810,325,19,95485,639,15,12,66,7.7,Yes,13,82,5900
Texas,Cameron,4854,35,5.2,4.6,8,16,42,5.6,38,66,28,2077,44,109621,210,137,301,5178,32,41,170501,50350,17219,35,85416,43250,209,1351,738,10.4,Yes,23,83,162126
Texas,Camp,251,23,4.3,4.7,7,19,39,7.2,32,35,5,52,42,2279,11,5,5,4987,34,35,7409,1741,369,25,91130,1014,12,43,56,9.5,No,18,80,5220
Texas,Carson,99,17,3.7,4.5,6,17,34,7.9,26,59,4,,12,721,,1,1,4553,32,48,3880,1051,122,11,131453,267,11,23,30,6.7,No,4,81,2940
Texas,Cass,624,24,4.7,5.3,9,23,37,6.7,32,27,10,84,37,3849,7,9,10,4290,36,35,18216,2883,970,26,91435,1885,57,113,137,9.8,Yes,13,88,11310
Texas,Castro,107,28,4.3,4.3,8,16,39,8.1,35,45,3,16,44,1816,1,,1,3974,36,28,3517,880,120,20,92103,473,7,9,26,6.9,No,11,81,3395
Texas,Chambers,536,20,3.9,4.4,8,17,37,7.9,29,65,15,84,19,6126,5,2,11,8828,32,34,24212,8468,1892,11,170787,1811,21,134,155,9.8,Yes,15,89,19762
Texas,Cherokee,892,26,4.7,4.9,8,21,37,6.6,35,54,18,131,45,9042,22,17,51,3948,37,42,27707,5638,1679,24,103155,3396,46,191,223,9.9,Yes,17,77,20893
Texas,Childress,102,26,4.5,4.5,9,19,38,5.8,33,73,1,34,48,1027,10,3,7,4692,17,25,4417,1285,114,24,96469,494,8,,34,7,No,11,78,2915
Texas,Clay,180,19,4,4.8,5,19,34,5.8,27,9,6,12,23,1498,4,,1,4565,33,47,6935,1346,265,15,113730,501,13,14,58,8.4,Yes,11,84,4735
Texas,Cochran,,34,5.3,4.9,7,21,42,6.6,41,1,0,7,38,663,2,0,,703,29,22,1319,287,79,29,88900,143,4,6,18,6.7,No,13,84,1198
Texas,Coke,,23,4.3,4.7,7,19,36,4.2,31,33,0,8,32,470,,0,,4372,39,51,2062,358,76,18,91324,188,5,1,17,7.6,No,9,83,1411
Texas,Coleman,204,22,4.2,4.7,10,19,36,6.7,30,61,4,12,43,1541,5,2,1,8629,30,26,5211,700,213,28,85763,219,19,12,37,7.8,No,11,83,3505
Texas,Collin,6816,14,3,3.7,7,12,30,8.4,23,94,79,2544,9,114952,1044,729,1474,3603,49,56,621900,234605,36006,7,181444,41029,678,1424,1985,10.4,No,13,77,519652
Texas,Collingsworth,,27,4.6,4.8,8,20,38,7.6,34,82,1,6,31,751,1,0,1,9321,26,14,1437,359,46,26,83250,191,4,5,20,6.8,Yes,15,74,1259
Texas,Colorado,328,23,4.2,4.5,9,18,37,7.8,32,59,4,59,29,4092,10,5,5,4901,36,36,12131,2184,538,18,107279,1024,27,46,83,9.5,No,11,83,8979
Texas,Comal,1819,17,3.4,4,8,14,33,8,26,86,26,408,19,19100,104,114,243,3247,39,46,97394,23816,4639,9,154131,5123,156,350,482,9.8,No,13,79,68061
Texas,Comanche,238,22,4,4.5,7,17,36,7.3,30,,1,39,42,2462,7,4,6,5026,35,27,8321,1440,309,24,95939,672,13,31,74,8.4,Yes,12,84,5812
Texas,Concho,,28,4.6,4.6,8,19,37,7.1,35,70,1,,26,442,1,1,1,7151,45,46,1653,216,59,21,102250,167,0,1,,7.6,Yes,13,82,780
Texas,Cooke,659,21,4.1,4.7,6,18,36,7.7,29,42,10,100,39,7232,12,17,25,4069,37,43,24019,5278,1369,16,120960,2195,40,132,163,9.6,No,12,77,19316
Texas,Coryell,827,23,4.3,4.8,9,19,39,5.1,31,61,14,805,29,8941,14,25,46,3476,37,29,42492,15731,1573,17,98991,3908,52,175,224,9.3,Yes,13,75,30803
Texas,Cottle,,30,5.2,5.2,,22,40,0.6,37,83,0,4,,226,0,0,,3137,28,19,864,223,28,32,77167,160,3,4,,6.9,No,9,73,706
Texas,Crane,65,26,4.1,4.2,9,15,38,8.9,34,92,2,18,43,850,1,1,,6135,23,12,2195,499,221,13,113617,169,5,6,19,7.5,No,14,85,2065
Texas,Crockett,69,26,4.1,4.2,9,16,38,8.2,34,91,3,18,70,593,1,1,,3455,21,24,1943,303,138,18,81086,206,5,5,17,7.7,No,14,81,1802
Texas,Crosby,126,31,4.9,4.7,9,19,41,7.4,39,21,1,20,48,983,2,,,2380,34,45,2854,616,124,30,81664,528,9,4,28,7.3,No,15,77,2524
Texas,Culberson,,37,5.5,4.9,8,20,44,6.7,44,93,6,4,77,405,1,0,,7815,12,16,926,258,75,29,77545,315,0,0,14,5.8,No,15,92,905
Texas,Dallam,107,26,4.3,4.5,6,18,37,6.6,33,80,1,28,68,2143,5,2,3,4028,25,29,3007,1001,105,16,90400,179,10,46,40,5.8,Yes,10,78,3483
Texas,Dallas,28631,24,4.1,4.3,9,15,33,7.4,32,96,443,19946,33,576926,1863,2321,4503,4246,43,51,1355206,478977,103841,20,123520,211418,1981,12252,7932,10.3,No,21,76,1290633
Texas,Dawson,220,33,5.2,4.8,11,20,43,5.4,40,61,1,70,62,2193,5,6,1,5131,23,31,5796,1388,398,24,92303,1271,19,59,54,7.7,Yes,16,77,4416
Texas,Deaf Smith,232,30,4.6,4.4,7,17,40,7.6,37,75,1,80,68,4144,2,6,1,2665,37,37,7967,1980,310,23,97473,1221,18,59,58,6.7,No,13,81,8234
Texas,Delta,106,21,4.2,4.9,6,20,36,7.1,29,59,3,14,35,778,1,,3,5186,33,44,3151,747,133,22,107295,194,5,1,23,9.4,No,14,90,2114
Texas,Denton,6350,16,3.2,3.9,7,13,32,8.2,24,94,58,2157,12,105507,479,533,1220,3940,47,54,528191,203087,32666,8,170790,36980,514,1321,1700,10.5,Yes,14,77,461021
Texas,DeWitt,357,26,4.5,4.6,8,19,38,7.7,35,72,5,92,46,2921,11,5,4,4597,33,34,11850,2070,558,28,109548,658,34,112,71,9.5,No,13,83,7342
Texas,Dickens,,26,4.6,4.6,11,19,39,6.7,34,64,3,5,39,299,1,0,1,1928,21,31,1301,198,42,28,93250,105,4,7,15,6.9,No,13,68,814
Texas,Dimmit,172,39,5.6,4.9,8,20,44,4.2,45,61,2,45,44,1676,4,3,4,5647,24,39,4377,1269,413,34,83868,1437,7,10,35,9.2,No,19,90,3383
