State,County,Life_expectancy,Deaths_Premature_age_adjusted_mortality,Child_mortality_deaths,Infant_mortality_deaths,percentage_Frequent_Physical_Distress,percentage_Adults_with_Diabetes,HIV_Cases,Food_insecurity,Limited_access_to_healthy_foods,Drug_overdose_deaths,Motor_vehicle_crash_deaths,percentage_Insufficient_Sleep,Uninsured_adults,Other_Primary_Care_Provider_Rate,High_School_Graduation_Rate,percentage_Disconnected_Youth,Average_Grade_Performance_Reading_scores,Average_Grade_Performance_Math_scores,Segregation_index_School_segregation,Spending_perpupil_School_funding_adequacy,Gender_pay_gap,Median_household_income,percentage_Enrolled_in_Free_or_Reduced_Lunch_Children_eligible_for_free_or_reduced_price_lunch,Segregation_index_Residential_segregation__Black/white,percentage_household_income_required_for_childcare_expenses_Childcare_cost_burden,Childcare_centers,Homicide_Rate,Suicides,Firearm_fatalities,Juvenile_Arrest_Rate,Traffic_Volume,Homeowners,Severe_housing_cost_burden,percentage_Broadband_Access,Population,percentage_female,rural_residents
New York,Delaware,78.1,691,12,,13,9,50,6120,1774,27,40,40,1587,100,88,,,,0.09,27037,0.79,54440,46,52,32,16,,45,27,10,19,14296,2245,79,43938,49.6,37599
New York,Dutchess,80.1,3387,79,77,11,9,866,25090,16830,293,169,40,10723,120,86,5,,,0.12,25791,0.81,79276,38,50,30,117,2,190,85,5,350,75080,17584,90,293293,50.3,75560
New York,Erie,78,12400,346,459,12,9,2297,104770,52889,679,328,38,26420,194,83,6,,,0.29,19139,0.83,59584,50,71,35,298,6,511,362,12,746,254697,52591,84,917241,51.6,86425
New York,Essex,79.7,522,,,12,9,58,4130,259,10,19,36,1150,81,86,11,,,0.14,29987,0.81,57129,47,,30,17,,18,10,10,36,12363,1668,81,36891,48.4,29471
New York,Franklin,79.1,643,14,,14,10,176,6920,3912,20,31,41,2172,114,86,11,,,0.48,24359,0.92,58709,56,53,29,22,,33,15,16,115,13607,2168,79,49965,45.1,32340
New York,Fulton,77.5,831,14,,14,10,65,7150,2113,32,45,43,1770,100,80,10,,,0.07,22119,0.78,55405,52,65,31,14,,40,20,12,143,15612,2441,80,52812,50.4,27973
New York,Genesee,77.8,774,19,20,12,9,79,6170,929,55,39,38,1756,81,91,6,,,0.11,21123,0.74,62641,46,64,28,19,,33,13,6,153,17501,2451,83,56994,50.2,35979
New York,Greene,78.7,720,13,,13,9,176,5500,967,37,39,40,1515,83,91,23,,,0.08,25751,0.84,60163,45,39,29,16,,39,16,13,66,13550,2623,74,47177,47.9,36001
New York,Hamilton,79.8,80,,,14,9,,600,590,,,35,194,92,,,,,,38896,0.93,56253,45,,31,,,,,,8,1208,104,80,4345,49.6,4836
New York,Herkimer,79.2,845,18,32,13,9,52,7810,2695,30,36,40,2004,54,84,10,,,0.07,21258,0.86,59893,56,73,29,15,,38,22,11,183,18647,2063,83,60945,50.5,33427
New York,Jefferson,77.8,1275,66,84,13,10,171,15350,6820,65,74,38,3708,202,85,10,,,0.08,18234,0.85,57570,52,56,30,41,2,82,40,9,155,23980,5165,86,108095,47.5,55847
New York,Kings,80.7,25999,820,1008,12,11,26539,348920,41,1104,664,41,145071,84,77,8,,,0.3,,0.93,70390,75,74,30,1032,5,699,521,2,2309,295080,244964,83,2538934,52.7,37
New York,Lewis,79.8,292,11,,13,9,13,3160,1216,16,17,37,910,84,91,,,,0.07,20702,0.86,57897,51,,30,9,,21,10,8,63,8407,1099,81,26187,49.3,23525
New York,Livingston,80,715,18,,12,9,116,6550,2557,48,44,36,1891,67,89,5,,,0.09,20502,0.83,60947,41,42,28,19,,50,25,11,55,18683,2835,85,62398,49.7,35739
New York,Madison,80.8,764,20,21,12,8,48,7080,4248,33,46,37,2020,111,87,4,,,0.06,21487,0.82,64379,42,66,27,18,,37,18,14,101,20365,3047,83,70478,50.5,43291
New York,Monroe,79.3,8452,326,391,11,9,2283,83760,51065,722,307,38,22229,237,84,6,,,0.26,20935,0.83,61358,51,62,34,214,6,399,259,7,658,193319,44098,86,740900,51.8,48010
New York,Montgomery,77.1,722,23,26,14,11,81,7110,9225,24,31,39,1790,108,79,11,,,0.2,20368,0.82,52482,59,70,33,15,,29,19,10,285,13241,2595,79,49170,50.7,20559
New York,Nassau,81.9,12063,267,295,10,9,2803,66420,6490,661,565,39,46123,171,91,4,,,0.28,28236,0.79,122730,29,77,27,351,2,441,167,5,1250,365052,79383,91,1351334,51.2,2575
New York,New York,83.7,13274,316,378,11,9,26995,207260,0,1001,283,38,67369,274,77,5,,,0.27,28004,0.82,87745,65,68,24,712,2,656,142,24,4509,182507,144337,87,1611989,52.7,0
New York,Niagara,77.3,3213,64,87,13,9,244,24920,11395,172,121,40,6431,66,83,7,,,0.2,19273,0.78,54963,49,63,31,82,4,140,81,15,249,64549,9518,83,208396,51.2,48577
New York,Oneida,77.5,3327,114,123,13,10,535,28420,13146,170,127,41,7928,165,85,5,,,0.23,19805,0.84,58696,56,70,29,72,4,142,87,20,283,62318,10137,84,227346,50.2,77472
New York,Onondaga,79,5458,172,209,12,9,1129,51580,28390,384,243,37,15750,240,84,5,,,0.23,20780,0.85,63963,48,68,32,140,6,239,182,20,614,121902,24831,82,459214,51.7,58787
New York,Ontario,80.1,1302,26,33,11,8,115,10310,3288,60,58,36,3043,129,90,3,,,0.13,21654,0.81,62777,37,57,33,33,,80,31,10,193,33237,4161,87,110091,51.1,51233
New York,Orange,79.5,3969,129,146,12,10,980,34520,22260,334,213,40,13710,107,89,10,,,0.13,26336,0.83,78724,44,45,30,113,2,179,116,5,265,88453,23620,84,385234,49.9,83289
New York,Orleans,77.5,616,22,29,14,10,174,4870,1641,22,36,40,1626,30,87,13,,,0.07,19899,0.81,57318,52,42,30,14,,28,18,17,58,12491,2216,82,39978,50,26107
New York,Oswego,77.9,1585,51,54,13,9,91,15860,3016,89,103,40,4413,95,83,6,,,0.05,21888,0.76,58439,53,71,29,33,1,81,35,10,117,33912,5509,87,116346,50,75408
New York,Otsego,79.6,752,13,22,12,9,59,7190,6620,29,28,36,1942,313,85,,,,0.08,23483,0.91,58417,40,63,30,16,2,34,17,7,77,17157,2786,81,58701,51.5,43934
New York,Putnam,82.2,896,17,,10,8,132,5900,6677,59,35,37,2933,62,92,,,,0.03,29478,0.84,104285,26,44,31,38,,39,13,3,157,28797,5489,93,98532,50,20490
New York,Queens,81.8,22297,625,773,12,12,16118,221350,1663,936,646,40,180799,80,80,7,,,0.25,,0.97,78847,72,78,27,695,3,752,248,1,2747,353375,178571,86,2225821,51.5,0
New York,Rensselaer,78.8,2025,59,72,11,8,323,17300,6531,87,70,38,4797,96,88,3,,,0.19,20447,0.87,71457,46,68,29,68,3,86,37,9,369,41200,6773,87,158108,50.6,48645
New York,Richmond,79.8,5412,138,152,12,10,2230,41390,735,383,138,44,17422,138,81,6,,,0.16,,0.81,81003,59,69,26,159,3,168,79,2,1595,114975,32681,84,475327,51.4,0
New York,Rockland,81.4,2882,104,122,11,10,676,29100,13584,147,103,39,13038,68,85,5,,,0.16,27596,0.84,94874,44,55,34,96,2,108,45,3,795,68703,21850,85,326225,50.9,2236
New York,St. Lawrence,78.7,1393,67,50,14,10,194,15430,8160,29,63,38,3690,143,86,8,,,0.15,22947,0.83,51526,51,71,33,16,1,61,32,10,119,30387,5289,82,107185,48.9,69396
New York,Saratoga,81.3,2377,47,50,10,7,244,18400,7848,89,106,35,5858,99,91,4,,,0.07,19078,0.77,83427,25,62,28,85,1,126,49,7,223,69128,9057,90,230298,50.7,65798
New York,Schenectady,78.7,1903,60,93,12,9,422,16020,4613,94,70,39,5374,144,76,7,,,0.18,19234,0.83,66292,45,62,31,65,3,68,36,11,535,36775,7791,86,155358,51.3,12620
New York,Schoharie,80,421,,,13,9,26,3630,415,15,29,35,1031,39,87,4,,,0.04,26363,0.81,59744,48,40,29,9,,21,13,,58,9630,1246,78,31132,50,27131
New York,Schuyler,78.9,243,,,13,9,,2420,65,,10,36,583,57,90,,,,0.04,22182,0.75,54269,48,,32,5,,21,,15,72,5537,821,81,17685,50.1,14886
New York,Seneca,77.7,477,21,,13,9,83,3950,726,18,21,40,1178,74,83,8,,,0.05,23113,0.81,56929,54,47,30,6,,26,11,16,98,10011,1414,82,33991,47.5,20677
New York,Steuben,78.2,1387,38,47,13,9,89,11880,4356,41,63,35,3417,106,88,10,,,0.08,22578,0.83,54794,44,49,31,48,,78,49,7,215,29258,3526,82,94657,50.2,59761
New York,Suffolk,80.1,15878,422,467,11,8,3052,89230,60345,1141,920,38,55535,110,90,5,,,0.2,31480,0.79,109084,41,58,30,338,2,656,283,3,622,403707,89202,89,1474273,50.8,38844
New York,Sullivan,77.3,1184,25,23,13,10,292,8760,2207,123,66,42,3260,59,81,17,,,0.11,29958,0.8,63915,57,50,27,19,3,56,35,8,52,19980,3966,83,75802,48.6,57513
New York,Tioga,79.7,614,18,,12,8,40,5130,542,21,41,40,1425,73,89,,,,0.08,20000,0.77,62400,47,66,28,13,,29,17,9,66,16071,1712,86,47904,50.3,33568
New York,Tompkins,81.3,805,25,,11,9,155,11920,5534,58,49,33,3102,144,88,,,,0.08,22191,0.86,65308,38,41,31,37,,67,17,13,252,22025,8202,86,101058,50.9,44021
New York,Ulster,79.7,2292,44,45,12,9,546,19620,11199,184,113,37,7196,62,85,6,,,0.06,27378,0.84,66060,45,50,36,69,2,128,58,8,236,48108,12192,89,177716,50.4,84020
New York,Warren,78.9,844,21,21,11,8,79,7100,3505,32,40,35,1894,249,87,8,,,0.05,25679,0.8,67359,39,56,31,26,,37,23,8,227,20516,3219,84,63756,51,22294
New York,Washington,78.3,882,21,,13,9,122,6810,1495,27,51,38,2093,51,81,12,,,0.07,21610,0.91,60973,41,,28,13,,38,21,3,110,17494,2755,82,60606,48.2,42923
New York,Wayne,78.7,1248,42,44,13,9,109,9650,1821,53,88,40,2685,59,88,8,,,0.08,22065,0.78,62329,48,62,28,25,3,57,27,13,73,29114,4064,84,89339,50.3,56917
New York,Westchester,82.4,8329,252,270,10,9,3473,72490,12894,452,261,37,40332,100,88,4,,,0.24,28937,0.83,103340,44,59,31,336,2,362,149,5,1600,216939,67534,88,965802,51.6,31069
New York,Wyoming,78.9,498,,,12,9,107,4150,1798,23,23,38,1135,61,92,,,,0.04,21994,0.76,59612,43,82,29,10,,37,16,6,8,12296,1227,81,39465,45.8,27014
New York,Yates,77.7,339,17,,13,9,12,2510,45,10,11,33,1254,77,77,11,,,0.03,22405,0.93,57057,52,,30,4,,13,,6,70,6805,985,75,24780,51.4,18054
North Carolina,,77.7,143360,5094,5863,12,11,33009,1417440,715223,7671,10535,36,1014991,144,87,7,3.1,3.1,0.2,9865,0.84,59616,58,52,29,,7,7181,7351,,228,2649849,485106,83,10600823,51.4,3233727
North Carolina,Alamance,76.8,2556,68,91,13,12,456,22360,16794,118,151,38,17813,87,84,9,3,2.8,0.12,9205,0.87,53220,59,39,36,68,6,121,113,,247,43538,7754,81,171346,52.6,43160
North Carolina,Alexander,77,606,17,,14,10,41,5320,2825,13,51,36,3424,48,83,,3.1,3.1,0.04,9891,0.75,53523,44,68,24,21,6,37,42,,13,11232,1085,79,37441,49.2,27072
North Carolina,Alleghany,77.3,211,,,16,12,5,2030,222,,19,36,1377,54,88,,3,3.3,0.03,12081,0.87,39916,63,55,22,7,,13,10,,0,3774,652,78,11194,50.6,11155
North Carolina,Anson,73.4,536,19,,15,14,65,3600,1247,18,44,42,2160,33,83,,2.8,2.6,0.06,11227,0.75,40818,99,35,41,16,21,21,38,,90,6556,1649,79,24097,49.1,21157
North Carolina,Ashe,78.2,470,,,13,10,15,4140,2887,10,25,35,2951,96,86,,3.2,3.2,0.01,11171,0.99,44543,56,55,24,10,,32,23,,0,9393,1038,75,27166,50.8,23152
North Carolina,Avery,77.5,295,,,14,11,25,2800,34,,18,36,1922,57,87,,3,2.8,0.06,12026,0.87,50800,55,,28,10,,18,15,,17,5105,647,75,17571,45.8,15801
North Carolina,Beaufort,75.9,891,26,36,14,12,103,7350,4389,43,61,39,4521,76,83,,3.2,3.2,0.08,10392,0.78,50253,97,32,30,19,7,43,43,,81,14600,3128,74,47073,52.4,31330
North Carolina,Bertie,75.6,363,11,,16,15,80,3040,5211,10,43,43,1494,86,78,,2.6,2.6,0.05,11995,1.07,41889,99,30,31,12,13,10,16,,12,5691,1444,61,18712,49.3,17716
North Carolina,Bladen,74.7,695,14,,16,14,85,5730,2552,35,93,39,3550,76,91,10,2.9,2.8,0.09,10754,0.91,43664,99,37,28,20,14,17,35,,5,9666,2184,77,32911,52.6,32105
North Carolina,Brunswick,79.2,2355,34,39,12,10,197,17760,9253,111,151,35,11763,89,85,8,3.2,3.1,0.04,10424,0.82,64371,99,49,23,20,4,104,85,,49,48090,8148,88,149039,52.2,46153
North Carolina,Buncombe,78.4,3560,76,94,11,9,684,34770,23393,308,221,31,26551,259,87,6,3.3,3.2,0.07,11735,0.83,66156,49,51,32,98,4,263,179,,330,66631,12334,82,263477,52.1,57386
North Carolina,Burke,76.5,1617,46,51,14,11,99,14770,9096,86,99,37,9846,104,90,17,3.1,3.1,0.12,9345,0.85,48729,58,53,30,44,6,85,62,,126,26926,2912,75,90418,50.1,38776
North Carolina,Cabarrus,78.4,2409,86,98,11,10,380,22250,14719,165,157,35,18003,163,88,9,3.1,3,0.08,9556,0.8,79736,47,34,24,71,3,115,99,,166,53160,6895,89,221479,51.3,34273
North Carolina,Caldwell,75.4,1537,42,47,14,11,87,12800,12760,66,87,37,8985,93,88,12,3.2,3,0.07,10023,0.81,50235,56,59,28,56,5,68,63,,88,24057,2927,81,82100,50.6,28585
North Carolina,Camden,79.6,130,,,12,10,9,1210,105,,,36,871,,93,,3.6,3.5,0.01,10018,0.74,72135,21,19,18,4,,16,,,17,3010,377,90,10984,49.8,9935
North Carolina,Carteret,77.1,1283,29,23,12,9,66,9830,5120,71,49,35,6134,138,84,7,3.3,3.3,0.04,11767,0.84,63475,76,57,23,23,4,82,59,,167,21537,3124,87,69558,51.1,21671
North Carolina,Caswell,75.6,455,12,,14,12,60,3390,715,16,48,38,1905,67,79,,3.1,3,0.03,10921,0.8,48070,77,34,31,7,8,19,26,,15,6676,888,69,22443,49.4,23528
North Carolina,Catawba,76.7,2455,61,74,13,11,247,21320,15108,96,163,38,17228,158,89,7,3.1,3.1,0.07,9316,0.83,52737,52,33,31,84,5,143,133,,149,44608,5397,84,160307,51.2,46763
North Carolina,Chatham,80.5,876,32,46,11,9,133,8350,2890,41,90,34,6754,38,89,,3.3,3.3,0.15,10924,0.84,74747,46,35,23,26,5,51,44,,43,23005,3693,81,75748,52,41864
North Carolina,Cherokee,76.3,558,20,,14,10,36,4640,873,26,46,38,2942,86,93,,3.1,3.1,0.04,11992,0.99,44449,74,65,28,17,,38,30,,31,10230,1207,76,29073,51.1,27444
North Carolina,Chowan,75.6,271,,,13,12,17,2040,2409,10,17,38,1061,94,93,,2.9,3.2,0.01,12335,0.73,45365,63,32,27,10,,,,,13,4162,968,72,13815,52.5,10003
North Carolina,Clay,78.1,198,,,13,10,11,1680,116,,17,36,1152,113,93,,3.2,3.2,0.02,11397,1.03,44052,52,51,28,6,,12,10,,0,3866,731,75,11505,51,10587
North Carolina,Cleveland,73.8,1966,56,60,15,12,218,15920,5938,52,163,39,9568,172,87,8,3.2,3.2,0.07,9836,0.82,49041,71,31,29,53,7,82,74,,104,24670,4497,70,99035,52,54718
North Carolina,Columbus,73.5,1204,33,43,16,14,169,9540,2134,43,121,41,6118,108,83,20,2.9,3,0.09,10190,0.88,40712,99,29,34,31,18,32,73,,47,15531,3187,71,54754,50.6,46824
North Carolina,Craven,75.7,1739,58,68,13,11,289,15220,9000,126,110,39,8689,122,87,9,3.1,3,0.06,9867,0.91,53960,64,36,34,32,7,77,81,,155,26646,5015,81,101233,49.9,28680
North Carolina,Cumberland,75.7,4706,240,342,13,13,1438,53180,43317,332,372,42,31007,208,84,9,3.1,2.9,0.07,9588,0.91,49160,77,33,36,213,10,272,311,,253,65638,20876,86,336364,50.6,42702
North Carolina,Currituck,78.1,396,,,12,9,21,3140,109,26,22,35,2527,17,87,,3.1,3.3,0.02,10225,0.82,73433,26,26,20,8,,24,20,,6,9113,1183,84,29052,50.1,23150
North Carolina,Dare,78.9,551,,,11,9,32,4460,2885,48,16,33,3443,83,91,,3.3,3.2,0.04,11900,0.89,72962,32,63,25,21,,36,20,,163,12062,1993,93,37547,50.9,9823
North Carolina,Davidson,75.8,2908,73,82,14,11,324,24380,15547,182,205,36,17664,64,86,7,3.1,3.1,0.17,10321,0.84,56067,54,56,34,67,4,146,114,,125,48642,6669,83,169234,51.1,77179
North Carolina,Davie,78.4,634,24,,12,10,39,5750,3458,28,36,36,3761,79,86,,3.3,3,0.03,9631,0.83,65418,43,34,23,16,,37,27,,33,13384,1657,87,43286,51.3,28987
North Carolina,Duplin,77.8,889,34,43,16,14,133,9180,3697,30,123,39,8957,77,84,9,2.8,2.7,0.08,9954,0.85,49755,99,34,27,31,4,31,26,,21,15415,1870,71,58794,51,50586
North Carolina,Durham,80,3237,156,191,11,11,1722,37850,21595,171,217,37,32851,269,79,4,2.8,2.8,0.12,11767,0.92,65619,64,39,37,163,11,136,234,,480,72145,16825,89,327306,52.4,15059
North Carolina,Edgecombe,71.9,1239,43,44,16,15,264,8800,5406,48,107,43,4359,57,79,14,2.5,2.4,0.12,10660,0.91,45156,93,46,34,24,16,33,61,,102,12864,3068,67,50829,53.9,25622
North Carolina,Forsyth,77.7,5033,214,256,12,11,1619,49560,49909,330,310,38,39494,289,86,6,3,2.9,0.14,9880,0.88,56158,62,48,33,102,7,229,258,,362,92746,19823,84,383843,52.7,25762
North Carolina,Franklin,77.4,1052,32,39,13,12,139,8390,1315,57,101,38,6824,29,85,12,2.9,2.9,0.04,9559,0.88,54868,59,34,29,21,7,51,56,,36,18838,2369,82,71859,50.5,51719
North Carolina,Gaston,75.1,3911,116,128,14,11,686,31330,24534,135,253,38,23124,123,86,8,3,2.8,0.09,9182,0.8,60622,59,45,30,77,5,197,169,,221,56285,10934,83,226568,51.8,40491
North Carolina,Gates,76,211,,,13,12,15,1610,962,,29,39,934,52,83,,2.8,3.1,0.01,11536,0.7,57680,47,9,23,4,,,,,4,3631,678,74,11464,51,12197
North Carolina,Graham,76.2,172,,,15,11,,1500,90,,10,37,1067,71,83,,3.2,3.1,0.01,12820,0.8,42057,60,,33,8,,,,,0,2940,247,69,8474,50,8861
North Carolina,Granville,77.7,931,19,23,13,12,283,7370,5068,29,87,38,5490,81,85,13,2.9,2.9,0.1,9713,0.82,53112,58,33,31,34,5,40,32,,57,16184,2428,84,60486,49.5,32804
North Carolina,Greene,76.9,349,10,,16,14,79,3380,15,12,31,40,2745,53,96,,2.8,2.7,0.01,11463,0.84,47605,99,10,27,10,10,13,14,,5,5026,809,75,20928,45.5,21362
North Carolina,Guilford,77.8,6763,319,363,12,11,2528,69110,35596,403,446,38,51652,139,89,6,3,3,0.14,10096,0.81,55577,65,51,31,296,9,311,427,,399,122959,26719,82,540521,52.7,62000
North Carolina,Halifax,72.9,1125,33,41,17,16,179,9020,3497,49,98,42,5027,97,83,15,2.6,2.6,0.29,12708,0.78,41098,81,37,35,30,15,36,65,,70,12985,3325,58,49479,52.2,29919
North Carolina,Harnett,76.5,1852,84,94,13,12,327,18540,7530,117,191,37,15367,98,87,9,3,2.9,0.04,8766,0.77,55586,58,25,32,48,7,83,97,,65,30780,5606,81,137058,50.5,64129
North Carolina,Haywood,76.5,1104,19,29,12,10,78,9100,1936,61,68,37,5178,70,85,9,3.2,3.3,0.02,9860,0.76,50492,57,58,27,32,4,72,54,,180,19547,3295,73,62972,51.7,32730
North Carolina,Henderson,79,1602,41,42,11,9,156,14880,8665,75,107,34,11254,158,92,6,3.3,3.3,0.06,9425,0.84,60550,49,41,31,52,2,108,80,,165,36894,4892,85,118445,52.1,35513
North Carolina,Hertford,74.7,459,15,23,15,15,103,3760,2812,17,41,42,1998,125,79,,3,3,0.06,11467,0.82,46632,99,13,28,14,14,15,30,,3,5933,1241,71,23108,50.6,16932
North Carolina,Hoke,75.4,740,50,52,14,14,169,8420,3690,37,91,39,7015,77,80,7,3,3.1,0.04,9503,0.83,53728,99,25,31,32,11,38,53,,41,12542,2804,83,55830,50.9,20260
North Carolina,Hyde,75.6,100,,,16,13,12,1000,1748,,,39,498,124,,,2.9,2.7,0.1,18114,0.46,45548,81,9,61,3,,,,,0,1307,322,66,4843,46.3,5810
North Carolina,Iredell,77.9,2308,92,105,12,10,192,21190,9176,87,185,34,17058,143,90,8,3.3,3.2,0.09,9067,0.73,61892,37,47,29,73,3,144,116,,117,49129,6218,87,185770,50.7,60446
North Carolina,Jackson,78,640,,,13,10,36,6800,749,47,35,36,5341,141,89,,3,2.8,0.07,10805,0.92,49488,56,52,29,21,4,36,30,,113,10827,2201,73,44033,51,29434
North Carolina,Johnston,77.7,2601,90,100,13,11,423,23890,4861,114,230,36,23040,76,93,7,3,2.9,0.06,9105,0.83,63882,41,36,26,94,4,127,119,,91,52812,7357,81,216246,51.1,87879
North Carolina,Jones,75.6,190,,,16,14,15,1740,9,,14,39,1108,97,93,,3.2,3,0.04,13665,0.74,44972,99,22,29,5,,,,,61,3021,430,65,9250,51.3,10153
North Carolina,Lee,76.3,1013,43,42,14,12,184,8670,4713,62,102,38,7158,120,88,,3,3,0.03,9419,0.81,57025,62,34,26,32,9,39,51,,127,14435,2864,75,62353,51.1,24746
North Carolina,Lenoir,73.6,1214,37,44,16,14,226,10070,7920,38,68,41,5929,86,85,8,3,2.8,0.19,9655,0.83,40586,99,48,35,28,13,35,58,,80,13359,3167,77,55720,52.5,26776
North Carolina,Lincoln,77,1320,37,35,12,10,89,10740,5385,53,101,36,8025,84,92,6,3.3,3.2,0.08,8536,0.78,56183,43,42,34,27,3,70,55,,61,25486,3212,85,88097,50.5,42696
North Carolina,McDowell,76.7,858,15,22,14,11,29,7480,576,32,36,36,4679,111,83,,3.1,3,0.04,10706,0.95,47579,57,61,28,29,7,38,39,,69,13474,1140,77,45782,49.9,31633
North Carolina,Macon,78.4,568,11,,13,10,56,5450,1159,23,54,34,4030,75,94,,3.2,3,0.02,10096,0.86,51973,58,55,31,18,5,33,33,,46,11708,1955,75,35994,51.8,27141
North Carolina,Madison,76.7,391,,,13,9,21,3340,1300,17,31,35,1920,51,88,,3.4,3.3,0.03,10913,0.88,49373,50,,29,11,,15,12,,25,6271,889,72,21740,50.8,18816
North Carolina,Martin,74,496,16,,15,14,62,3570,976,20,27,40,1962,86,80,,2.7,2.8,0.15,12054,0.88,42264,99,22,32,15,7,12,14,,42,6371,1242,72,22178,53,19144
North Carolina,Mecklenburg,80,10128,507,599,11,10,6090,115580,50345,634,672,35,113114,202,82,7,3.1,3.2,0.19,9464,0.79,72340,56,53,29,454,8,531,671,,526,237994,55179,90,1128945,51.9,9798
North Carolina,Mitchell,74.7,314,,,13,10,12,2340,270,12,17,34,1442,195,88,,3,2.9,0.05,11414,0.87,49236,53,,24,7,,19,17,,35,5098,610,76,14881,50.9,12875
North Carolina,Montgomery,75.5,507,12,,14,12,40,3770,1908,15,55,38,3136,62,91,18,3,2.9,0.08,10835,0.78,48522,72,44,27,12,6,24,28,,9,7521,986,71,27238,51.4,21359
North Carolina,Moore,79.1,1290,47,42,11,10,141,12270,6027,51,145,35,7866,202,91,12,3.4,3.2,0.08,9667,0.77,69413,38,37,25,49,4,85,73,,79,31179,4492,84,103352,51.5,44704
North Carolina,Nash,75.1,1702,53,61,13,13,320,12920,5234,70,142,38,8322,114,82,10,2.8,2.6,0.12,9752,0.75,49883,73,35,34,42,11,73,94,,145,24158,4919,79,94859,52.2,45584
North Carolina,New Hanover,79.1,2837,74,74,12,10,612,32700,17897,244,176,34,20523,221,88,7,3.3,3.2,0.13,10843,0.84,65615,58,54,28,65,7,183,163,,347,57212,16502,88,236613,52.5,4489
North Carolina,Northampton,75.9,402,,,16,15,70,3080,103,14,36,42,1581,26,80,,2.8,2.8,0.03,14816,0.96,41630,82,35,39,12,12,15,21,,30,5994,1235,55,19088,51.7,19749
North Carolina,Onslow,76.2,2288,102,156,13,11,312,30030,25795,142,165,40,14761,118,89,9,3.1,2.9,0.06,8947,0.99,52885,43,29,33,46,5,201,154,,115,35858,8656,90,203943,44.1,46841
North Carolina,Orange,82.1,1134,52,49,10,9,294,16760,2914,62,71,31,10769,255,90,,3.4,3.3,0.07,12321,0.81,82732,31,38,31,75,3,77,47,,327,33950,7627,89,149077,52.6,38176
North Carolina,Pamlico,76.3,236,,,14,11,20,1750,456,24,18,37,1040,47,97,,2.9,2.9,0.02,14444,0.68,50481,84,35,23,6,,13,,,0,4229,616,78,12715,49.1,13144
North Carolina,Pasquotank,74.9,688,23,24,13,12,109,5590,4073,45,31,38,3350,181,83,,3,3,0.05,10374,0.74,56654,71,25,24,30,8,32,34,,108,9144,2136,82,40372,51.3,16801
North Carolina,Pender,77.2,983,27,31,13,10,106,7950,2978,45,91,36,5853,56,93,8,3.1,3.1,0.12,9409,0.81,59812,44,54,27,16,5,67,55,,31,18390,2743,82,64671,50.2,35902
North Carolina,Perquimans,76.5,249,,,13,11,19,1950,310,13,19,37,1085,44,88,,3.2,3.1,0.01,11548,0.62,50813,56,20,24,5,,,11,,19,4587,727,78,13667,52.5,13453
North Carolina,Person,75.9,734,22,24,14,12,89,5620,2007,34,49,38,3527,108,84,,3.1,3,0.07,10846,0.9,58991,74,29,30,18,7,37,47,,65,12626,1921,81,39925,51.8,29804
North Carolina,Pitt,77.5,2267,131,164,13,12,653,27480,14247,147,170,38,16133,194,83,4,2.9,2.9,0.11,9688,0.83,49955,64,39,35,82,7,96,110,,239,37214,11778,84,182924,53.1,42770
North Carolina,Polk,79.3,323,,,12,9,25,2870,331,16,17,34,1726,86,93,,3.5,3.5,0.03,12050,0.87,58607,66,45,24,6,,30,23,,47,6995,790,79,21030,52.3,18925
North Carolina,Randolph,75,2550,89,91,14,11,223,20900,14537,185,202,34,18331,79,89,10,3.1,3.2,0.13,9788,0.82,48849,59,45,30,42,4,135,112,,121,41432,5637,81,144557,50.7,79725
North Carolina,Richmond,73.1,975,41,40,16,14,139,8170,5220,39,60,40,4661,70,81,,2.8,2.8,0.03,9997,0.88,42335,99,24,32,26,11,33,45,,121,12000,2617,77,44332,51.3,21235
North Carolina,Robeson,71.7,2767,131,133,19,17,439,25350,7264,174,336,41,17585,132,84,12,2.7,2.8,0.18,9979,0.82,39139,99,32,38,95,25,83,197,,72,30438,5481,63,129999,51.9,84007
North Carolina,Rockingham,74.3,1928,39,49,14,12,184,13980,9220,117,114,36,8802,65,86,10,2.9,2.9,0.08,9243,0.86,50388,63,30,27,49,8,76,79,,46,26792,3804,72,91285,51.8,58007
North Carolina,Rowan,75,2528,58,82,13,11,363,20210,12193,161,175,38,14754,108,85,6,2.9,2.7,0.15,9813,0.85,55398,63,50,27,41,9,130,131,,137,37719,5902,83,142495,50.8,53741
North Carolina,Rutherford,75.3,1310,23,30,15,11,63,11320,3563,50,85,36,6385,94,85,19,3.3,3.2,0.06,10772,0.81,44004,99,44,29,27,3,61,55,,49,19714,3052,75,67076,51.7,41392
North Carolina,Sampson,76,1040,28,31,15,14,161,9580,1739,38,127,37,8958,58,81,,3.1,3.2,0.06,9743,0.82,45387,99,35,32,34,9,21,33,,48,16678,2735,72,63382,50.9,53893
North Carolina,Scotland,73.1,747,28,29,17,15,126,6900,3440,23,60,41,3127,179,81,9,2.7,2.8,0.02,11725,0.83,33531,99,32,42,21,17,19,44,,117,7749,2183,68,34637,50.4,17497
North Carolina,Stanly,75.3,1076,39,42,13,10,98,8310,1323,70,82,36,6330,85,92,,3.1,2.9,0.13,9231,0.77,53769,51,51,28,26,5,43,45,,60,17821,2148,82,63239,50.2,41024
